835.281006	741.596069
1264.114258	1047.932739
377.168549	561.555969
377.168549	561.555969
1009.643860	389.789368
1009.643860	389.789368
1009.643860	389.789368
1009.643860	389.789368
1009.643860	389.789368
1286.523926	28.878986
978.998474	348.011566
978.998474	348.011566
422.439545	360.615875
422.439545	360.615875
422.439545	360.615875
957.877625	462.198334
957.877625	462.198334
957.877625	462.198334
1003.182495	447.397736
430.431183	377.044495
436.498779	361.357117
461.334930	346.732147
532.619019	389.205322
528.450989	400.246552
533.076538	415.709961
532.687805	413.021759
528.725525	392.979462
539.233337	411.309814
526.164795	408.421143
443.330902	404.627106
458.140656	406.807434
469.116394	376.165924
474.346893	381.709778
452.768005	393.113220
457.015167	383.103119
446.073151	408.913239
454.982880	389.457611
1150.163574	226.444229
752.459412	264.326447
799.916748	358.882294
779.213196	331.024078
788.804871	382.095581
789.251404	354.839020
793.022644	348.130463
796.450378	352.968140
744.476379	343.583038
773.972778	319.310516
810.782043	341.049744
766.880859	362.437103
848.152222	355.058655
946.694397	367.785278
53.801537	757.711365
829.385559	344.623779
903.094727	352.084198
866.645752	321.228455
849.183228	320.686829
852.971558	280.145447
795.531311	442.298431
891.878723	323.492126
841.986511	316.886902
788.113220	424.305664
825.941772	317.849060
768.020081	266.704071
645.701721	295.785217
618.849548	266.139343
612.527161	275.358521
615.404724	266.020325
657.467407	294.064484
631.638916	266.695923
476.586823	114.759010
1123.089600	314.994781
1123.089600	314.994781
231.461609	130.492935
