18.994934	5.340820	19.731495
2.275818	8.862183	9.149734
-16.804932	16.354126	23.449162
17.010376	35.558044	39.417351
11.061707	37.359802	38.963009
-11.760498	10.876221	16.018785
50.562622	18.750793	53.927460
0.034363	-22.442444	22.442471
1.472351	-14.841675	14.914528
-2.184265	-28.490479	28.574085
-25.299988	-28.811218	38.342869
-10.151611	-30.494690	32.140026
-7.401062	-1.530518	7.557659
6.037415	-11.211426	12.733673
9.082458	-46.188416	47.072929
-16.787537	35.028748	38.843719
-10.387817	-11.802551	15.722816
-32.033875	24.774780	40.496407
-33.258606	41.933289	53.521355
-23.995239	-0.572510	24.002068
-55.922119	15.954285	58.153442
-23.995178	-0.572571	24.002008
-10.458374	21.868042	24.240232
-34.535156	-0.717102	34.542599
5.913147	14.976196	16.101297
26.576843	28.690857	39.108746
-9.782166	22.597473	24.623901
-23.370972	28.333374	36.728497
6.324829	20.792480	21.733171
-86.003174	-15.632751	87.412407
13.231384	55.048889	56.616692
19.642395	36.885254	41.789299
19.447693	2.744324	19.640369
-360.408020	558.217346	664.455078
-30.163208	0.053406	30.163256
25.641357	14.316956	29.367575
-1.292358	34.459045	34.483273
-15.462524	25.217834	29.580887
-20.430969	18.972778	27.881729
-6.639038	30.289185	31.008249
-2.659790	6.756165	7.260870
7.828186	37.215454	38.029865
6.943420	24.156433	25.134525
-9.477661	12.949158	16.047016
-5.248657	14.716248	15.624223
7.368591	1.985718	7.631462
-19.572815	-1.768005	19.652504
19.447876	2.744141	19.640524
-10.588562	5.906372	12.124475
-1.200195	35.570984	35.591225
3.056213	3.068237	4.330649
-10.992920	35.351135	37.020901
-11.112671	4.603943	12.028622
-7.137024	31.308777	32.111938
-5.787659	30.334839	30.882025
-5.249084	14.716248	15.624367
-25.792053	5.529968	26.378222
-0.944763	8.883972	8.934066
1.701233	30.754211	30.801229
-14.934021	-6.439819	16.263340
-3.446289	21.190674	21.469084
-12.084351	9.140625	15.151981
-14.928223	-9.748962	17.829586
12.590210	3.265381	13.006771
-15.144714	-0.022461	15.144731
-25.693054	50.642090	56.786919
-17.177124	41.645386	45.048771
-6.848694	-1.810852	7.084052
-9.783325	22.597107	24.624027
9.562805	4.157471	10.427454
-2.369934	9.937744	10.216425
177.605713	-190.443237	260.408173
641.072909	795.852638	1021.937317
641.072909	795.852638	1021.937317
641.072909	795.852638	1021.937317
641.072909	795.852638	1021.937317
641.072909	795.852638	1021.937317
-74.627747	-156.949890	173.788864
-74.627747	-156.949890	173.788864
-74.627747	-156.949890	173.788864
26.045349	60.279968	65.666084
49.956665	42.939941	65.874931
15.984619	13.190430	20.724274
12.101501	61.933411	63.104626
25.423340	23.926697	34.911789
46.032532	47.260559	65.973892
37.883301	51.539124	63.964252
66.595947	33.913513	74.733833
35.505737	26.750916	44.455246
61.405945	20.868225	64.855011
39.125000	41.467346	57.011459
19.111267	20.475403	28.008617
26.571350	14.542725	30.290716
52.150085	54.773193	75.628922
21.802063	51.133667	55.587605
41.511230	18.975525	45.642666
49.888794	27.735718	57.080311
-30.718079	9.643860	32.196342
-15.066528	12.038696	19.285500
22.829224	11.939941	25.763067
5.573120	41.843445	42.212955
5.600037	12.947327	14.106512
-15.307129	21.423645	26.330225
12.132751	48.486938	49.981865
3.019348	35.573975	35.701878
11.477661	43.638611	45.122776
32.500610	12.139832	34.693878
-1.095947	35.286194	35.303207
18.139282	9.936462	20.682526
7.779785	12.964478	15.119615
36.531006	8.218994	37.444176
13.601929	20.112793	24.280380
16.147461	14.040649	21.398138
4.989624	23.415710	23.941425
6.440369	25.603638	26.401224
2.977783	38.611633	38.726288
4.750671	36.371948	36.680889
1.907898	10.421875	10.595072
38.711060	30.322632	49.173244
-2.995178	46.949829	47.045273
-6.178162	40.621277	41.088413
5.016357	41.365845	41.668896
13.372986	40.450439	42.603695
15.164368	13.170532	20.085342
20.286865	38.508850	43.525723
-2.914612	27.224915	27.380484
11.169250	8.558411	14.071196
45.574036	41.083862	61.358589
-14.515991	16.667175	22.102234
