-4.629883	29.528381	29.889147
23.699707	59.135559	63.707851
-2.189514	26.345215	26.436043
12.003357	46.098633	47.635750
-16.245544	27.110168	31.605047
2.186707	52.325867	52.371540
8.126587	10.969788	13.652020
11.113159	-7.740234	13.543025
6.927063	-2.427856	7.340210
22.554932	11.001770	25.095097
-17.154785	-9.387817	19.555504
7.241455	-7.482605	10.412879
24.877258	-8.578186	26.314697
0.022522	-2.037842	2.037966
22.575989	-7.299072	23.726604
1.591370	-11.444336	11.554448
-6.181458	14.671692	15.920709
23.559082	6.322205	24.392633
21.370850	-0.452515	21.375641
24.012207	-1.466553	24.056950
7.368103	-2.453796	7.765955
-5.946655	-11.342529	12.806861
-2.404968	-9.868103	10.156935
26.267029	3.242432	26.466396
7.013611	-26.814514	27.716581
-4.730164	13.434814	14.243197
41.395386	-3.107605	41.511868
-8.546570	6.403748	10.679505
17.022400	5.554321	17.905657
-10.390808	-1.490723	10.497197
2.949585	-26.798462	26.960297
7.623291	-12.124512	14.321954
22.485168	1.473389	22.533390
-7.143677	12.695190	14.567085
-10.893188	6.234680	12.551207
12.579407	-9.093445	15.521991
-5.580505	6.490845	8.559971
25.330078	5.606079	25.943033
34.261230	15.194336	37.479324
-5.043152	8.938721	10.263241
6.195618	1.092468	6.291197
-29.114136	9.483643	30.619802
24.973389	13.570923	28.422527
-17.616821	-8.714233	19.654268
-30.838501	-4.400024	31.150816
29.824341	5.495667	30.326452
19.796326	8.504089	21.545628
-9.286926	3.937805	10.087285
22.177063	12.918091	25.665136
-1.209106	22.504089	22.536547
21.197693	9.024963	23.038927
-9.815796	-10.434509	14.325809
-10.849548	12.819702	16.794567
39.939270	-5.668701	40.339550
-19.139709	4.770630	19.725298
48.648499	-1.845398	48.683487
-7.614380	-3.271057	8.287255
-10.973022	-3.587891	11.544703
-3.618225	3.725098	5.193063
-12.296814	3.671082	12.833101
7.135071	-7.383850	10.267935
10.436523	10.826721	15.037916
2.556580	-12.880249	13.131524
29.271240	15.284729	33.021637
25.436096	15.662537	29.871559
-10.113220	8.883179	13.460612
-9.029602	7.180542	11.536633
-0.648926	5.293945	5.333570
-11.265991	1.581726	11.376486
-6.604858	15.724121	17.054974
-9.728516	-24.446838	26.311441
-7.233948	0.045715	7.234092
17.618225	19.262573	26.104570
12.016663	14.306458	18.683546
14.374939	19.117493	23.918976
25.114990	18.871033	31.414625
16.733948	11.453918	20.278492
12.153320	11.976196	17.062605
-1.368835	5.737732	5.898752
-1.837463	-1.443420	2.336607
27.765320	5.596130	28.323658
-5.577087	14.469788	15.507375
29.150024	-0.309753	29.151670
