960.588318	593.260681
959.492004	587.488647
996.280701	594.082764
968.084106	592.315979
988.832703	583.211426
963.223083	590.806824
962.731689	602.338623
985.220215	590.115601
962.130737	586.355408
970.933289	602.210815
970.193726	610.898438
828.745056	530.987610
705.978210	574.675476
454.895416	457.070862
488.165344	255.530930
510.507294	260.910889
489.192841	270.042938
489.332336	273.574829
455.634033	256.847992
480.382202	258.121582
472.509979	261.498169
461.781830	246.209824
467.479492	259.166534
470.030945	244.331375
427.755310	202.901993
446.432617	219.305710
406.208374	221.630310
422.052582	225.766281
408.553070	219.134766
418.931427	211.246719
418.968048	200.783752
415.552216	203.507248
433.749847	203.386688
410.909393	202.207397
402.127411	200.042618
425.311890	196.124268
421.567688	186.521545
418.480591	190.921494
419.663605	181.781128
415.781860	169.620102
419.569580	181.164993
441.342834	187.663605
394.677612	193.769028
401.536407	186.774002
407.944244	180.885223
422.259674	182.749329
422.870636	189.532410
417.598602	183.237396
419.129486	181.651062
430.001251	178.538818
401.100372	194.787659
412.237091	183.099274
412.988800	181.417953
432.722961	204.662186
419.076508	231.457047
466.124207	188.022781
456.884766	191.942184
478.191315	191.651962
479.938446	202.295212
466.517487	199.812180
461.052734	194.983124
482.608673	211.609833
482.395325	201.228622
474.544037	215.021164
470.842010	205.368744
488.463898	197.855377
482.401550	196.432846
459.762787	209.140305
451.946960	196.062027
460.955444	198.535675
456.370758	196.332443
471.907959	188.897598
448.142090	209.553696
461.394562	189.133194
468.260803	193.490982
480.079681	204.233353
470.921112	212.762451
471.397522	193.294861
461.764130	186.923401
443.487762	192.172821
464.933228	200.142227
460.382904	189.287598
467.344269	193.711517
465.994232	203.416534
453.054596	206.620178
453.054596	206.620178
697.574768	213.781586
702.475342	218.709686
692.657959	229.680161
680.009583	232.085571
700.180969	246.310364
715.528320	230.857147
680.404419	239.207184
707.150513	212.601547
708.105591	212.354370
693.392395	233.124359
698.960449	217.729462
687.076843	240.455750
709.468933	209.786987
689.913147	227.818634
673.704590	221.541336
707.710938	227.820908
716.522766	221.800369
695.328003	217.800705
706.719543	231.033310
705.966309	216.905777
688.167664	216.850266
707.867676	232.654922
697.710022	211.302338
682.349060	227.674164
708.981506	222.293655
692.894165	232.163971
733.648254	227.767624
693.806763	215.687637
696.771973	225.757431
699.495178	220.390839
695.635437	233.077927
697.058167	213.689575
686.337952	217.075867
718.585022	224.933716
706.011841	216.009460
702.387085	235.457977
690.312073	232.272644
712.157654	231.412018
691.014709	225.775330
698.943420	235.698654
719.811768	213.238770
708.381104	218.136642
725.827209	232.218201
708.434387	219.979202
709.520630	228.821716
708.380615	228.653748
698.084045	229.465958
703.834412	220.004425
696.200745	216.014725
710.317749	233.247208
704.416443	223.554794
709.462402	216.431747
729.811340	232.652405
717.209595	228.220612
691.349182	223.191406
723.396057	217.197617
701.596008	212.711670
718.329407	225.740692
715.446167	216.568069
700.041016	217.660843
693.850464	218.215561
720.025330	208.109726
677.535645	223.882767
703.864258	225.301315
698.895386	215.415359
683.720764	228.214035
693.039612	221.503326
682.155457	232.830124
690.430359	219.326416
706.927490	222.899307
714.350708	217.586517
