959.186523	840.930054
954.236359	868.111
974.903168	652.667206
958.551941	650.753235
965.115662	655.207245
988.916138	641.709869
951.174744	855.838593
961.544403	832.626709
972.176086	835.683258
1005.486206	833.035767
1024.04216	833.378143
967.409882	840.773315
1017.31546	840.287598
1045.782837	837.617523
1036.639267	842.000275
1018.317657	842.696289
1019.52951	724.105499
1016.660187	735.967957
1067.328888	712.266571
1060.806763	755.152161
1075.220078	749.837921
1056.836334	729.597229
1020.806122	725.618256
1020.806122	841.278229
1084.601135	842.932037
1016.66037	842.424347
1015.331635	842.147308
1048.084671	841.329407
1065.708817	839.252502
1045.085312	841.209259
1051.869156	835.372864
1066.959244	838.457245
1080.249649	841.388
1066.03656	837.937653
1076.792496	841.278229
1081.862213	842.932037
1085.478409	842.424347
1076.792221	842.147308
1088.242508	841.329407
1068.801605	839.252502
1076.791565	841.209259
1050.995544	835.372864
1016.660522	838.457245
1048.177612	841.388
1066.591431	837.937653
1060.898071	841.278229
1067.48468	842.932037
1076.949112	842.424347
1102.903137	842.147308
1106.962021	841.329407
1084.177444	839.252502
1073.127151	841.209259
1073.127151	835.372864
1049.560898	838.457245
1073.326584	841.388
1070.879166	837.937653
1056.729553	782.209152
1057.248413	748.921112
1080.747299	733.099487
1046.429443	752.848511
1041.85611	840.711914
1024.207031	841.278229
1029.74852	842.932037
1062.665863	842.424347
1030.642548	842.147308
1044.626144	841.329407
1042.01886	839.252502
1062.326508	841.209259
1047.976791	835.372864
1021.213837	838.457245
1073.887863	841.388
1072.730255	837.937653
1030.093628	769.803879
1025.752151	736.281616
999.355377	841.278229
1028.85939	842.932037
1007.639282	842.424347
1026.591736	842.147308
1051.924637	841.329407
1048.653046	839.252502
1024.865768	841.209259
1035.710968	835.372864
989.235382	838.457245
1035.576035	841.388
994.714325	837.937653
1038.63147	841.278229
1013.925598	842.932037
987.786804	842.424347
1014.818115	842.147308
1036.921692	841.329407
1013.312256	839.252502
1043.487381	841.209259
1007.449615	835.372864
1015.413147	838.457245
1050.004822	841.388
964.237	        837.937653
1066.421234	842.388611
1036.056747	836.286957
965.081055	840.644989
1032.106094	833.853119
1058.216827	726.719757
1049.226868	753.372284
1029.948013	840.646973
1025.731293	835.503845
1046.124496	841.893677
975.655426	837.58667
1011.048737	759.167908
970.596924	682.690491
1083.659973	839.711121
1028.648529	767.573608
1063.259613	840.485901
